Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/15/2019 4:17:00 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)


**** Locus dDocent_Contig_37418_161 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      881      727       77  0.2169  0.2227
     2      880      668      106  0.2166  0.2133
     3     2301     1009      646  0.5665  0.5697

Number of individuals typed:                                2031
  Heterozygotes:                                            1202
  Homozygotes:                                               829
Number of alleles:                                             3
Observed heterozygosity:                                       0.5918
Expected heterozygosity:                                       0.5853
Polymorphic information content (PIC):                         0.5204
Average non-exclusion probability (first parent):              0.8288
Average non-exclusion probability (second parent):             0.6833
Average non-exclusion probability (parent pair):               0.5316
Average non-exclusion probability (identity):                  0.2368
Average non-exclusion probability (sib identity):              0.5166
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                            8.4020
  Degrees of freedom:                                          3
  P-value:                                                     0.0384
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0057


**** Locus dDocent_Contig_37475_38 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2784     2754       15  0.5013  0.6660
     2     2770     2754        8  0.4987  0.6627

Number of individuals typed:                                2777
  Heterozygotes:                                            2754
  Homozygotes:                                                23
Number of alleles:                                             2
Observed heterozygosity:                                       0.9917
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2681.8983
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3294


**** Locus dDocent_Contig_37900_136 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3819     1181     1319  0.7007  0.7122
     2     1631     1181      225  0.2993  0.3042

Number of individuals typed:                                2725
  Heterozygotes:                                            1181
  Homozygotes:                                              1544
Number of alleles:                                             2
Observed heterozygosity:                                       0.4334
Expected heterozygosity:                                       0.4195
Polymorphic information content (PIC):                         0.3315
Average non-exclusion probability (first parent):              0.9120
Average non-exclusion probability (second parent):             0.8343
Average non-exclusion probability (parent pair):               0.7451
Average non-exclusion probability (identity):                  0.4250
Average non-exclusion probability (sib identity):              0.6466
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.8724
  Degrees of freedom:                                          1
  P-value:                                                     0.0901
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0164


**** Locus dDocent_Contig_37900_163 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2543      975      784  0.6301  0.6414
     2     1493      975      259  0.3699  0.3765

Number of individuals typed:                                2018
  Heterozygotes:                                             975
  Homozygotes:                                              1043
Number of alleles:                                             2
Observed heterozygosity:                                       0.4832
Expected heterozygosity:                                       0.4663
Polymorphic information content (PIC):                         0.3575
Average non-exclusion probability (first parent):              0.8913
Average non-exclusion probability (second parent):             0.8212
Average non-exclusion probability (parent pair):               0.7295
Average non-exclusion probability (identity):                  0.3936
Average non-exclusion probability (sib identity):              0.6153
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.5277
  Degrees of freedom:                                          1
  P-value:                                                     0.1119
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0179


**** Locus dDocent_Contig_37969_113 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1661     1167      247  0.2997  0.3002
     2     3881     1167     1357  0.7003  0.7014

Number of individuals typed:                                2771
  Heterozygotes:                                            1167
  Homozygotes:                                              1604
Number of alleles:                                             2
Observed heterozygosity:                                       0.4211
Expected heterozygosity:                                       0.4198
Polymorphic information content (PIC):                         0.3317
Average non-exclusion probability (first parent):              0.9119
Average non-exclusion probability (second parent):             0.8342
Average non-exclusion probability (parent pair):               0.7450
Average non-exclusion probability (identity):                  0.4248
Average non-exclusion probability (sib identity):              0.6463
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0164
  Degrees of freedom:                                          1
  P-value:                                                     0.8980
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0016


**** Locus dDocent_Contig_38520_99 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2360     1364      498  0.4314  0.4350
     2     3110     1364      873  0.5686  0.5732

Number of individuals typed:                                2735
  Heterozygotes:                                            1364
  Homozygotes:                                              1371
Number of alleles:                                             2
Observed heterozygosity:                                       0.4987
Expected heterozygosity:                                       0.4907
Polymorphic information content (PIC):                         0.3703
Average non-exclusion probability (first parent):              0.8797
Average non-exclusion probability (second parent):             0.8149
Average non-exclusion probability (parent pair):               0.7217
Average non-exclusion probability (identity):                  0.3798
Average non-exclusion probability (sib identity):              0.5997
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6834
  Degrees of freedom:                                          1
  P-value:                                                     0.4084
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0082


**** Locus dDocent_Contig_38921_76 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3567     1293     1137  0.6443  0.6504
     2     1969     1293      338  0.3557  0.3590

Number of individuals typed:                                2768
  Heterozygotes:                                            1293
  Homozygotes:                                              1475
Number of alleles:                                             2
Observed heterozygosity:                                       0.4671
Expected heterozygosity:                                       0.4584
Polymorphic information content (PIC):                         0.3533
Average non-exclusion probability (first parent):              0.8950
Average non-exclusion probability (second parent):             0.8233
Average non-exclusion probability (parent pair):               0.7320
Average non-exclusion probability (identity):                  0.3984
Average non-exclusion probability (sib identity):              0.6204
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.9352
  Degrees of freedom:                                          1
  P-value:                                                     0.3335
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0095


**** Locus dDocent_Contig_39096_58 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2573     1377      598  0.4692  0.4711
     2     2911     1377      767  0.5308  0.5330

Number of individuals typed:                                2742
  Heterozygotes:                                            1377
  Homozygotes:                                              1365
Number of alleles:                                             2
Observed heterozygosity:                                       0.5022
Expected heterozygosity:                                       0.4982
Polymorphic information content (PIC):                         0.3740
Average non-exclusion probability (first parent):              0.8759
Average non-exclusion probability (second parent):             0.8130
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3760
Average non-exclusion probability (sib identity):              0.5949
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1533
  Degrees of freedom:                                          1
  P-value:                                                     0.6955
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0041


**** Locus dDocent_Contig_39267_94 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3916     1120     1398  0.7102  0.7055
     2     1598     1120      239  0.2898  0.2879

Number of individuals typed:                                2757
  Heterozygotes:                                            1120
  Homozygotes:                                              1637
Number of alleles:                                             2
Observed heterozygosity:                                       0.4062
Expected heterozygosity:                                       0.4117
Polymorphic information content (PIC):                         0.3269
Average non-exclusion probability (first parent):              0.9153
Average non-exclusion probability (second parent):             0.8365
Average non-exclusion probability (parent pair):               0.7479
Average non-exclusion probability (identity):                  0.4309
Average non-exclusion probability (sib identity):              0.6519
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.4379
  Degrees of freedom:                                          1
  P-value:                                                     0.5082
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0066


**** Locus dDocent_Contig_39437_69 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3904     1108     1398  0.7219  0.7292
     2     1504     1108      198  0.2781  0.2809

Number of individuals typed:                                2704
  Heterozygotes:                                            1108
  Homozygotes:                                              1596
Number of alleles:                                             2
Observed heterozygosity:                                       0.4098
Expected heterozygosity:                                       0.4016
Polymorphic information content (PIC):                         0.3209
Average non-exclusion probability (first parent):              0.9194
Average non-exclusion probability (second parent):             0.8395
Average non-exclusion probability (parent pair):               0.7515
Average non-exclusion probability (identity):                  0.4388
Average non-exclusion probability (sib identity):              0.6589
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.0383
  Degrees of freedom:                                          1
  P-value:                                                     0.3082
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0102


**** Locus dDocent_Contig_39437_106 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2013     1265      374  0.3722  0.3724
     2     3395     1265     1065  0.6278  0.6281

Number of individuals typed:                                2704
  Heterozygotes:                                            1265
  Homozygotes:                                              1439
Number of alleles:                                             2
Observed heterozygosity:                                       0.4678
Expected heterozygosity:                                       0.4674
Polymorphic information content (PIC):                         0.3581
Average non-exclusion probability (first parent):              0.8908
Average non-exclusion probability (second parent):             0.8209
Average non-exclusion probability (parent pair):               0.7291
Average non-exclusion probability (identity):                  0.3929
Average non-exclusion probability (sib identity):              0.6146
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0002
  Degrees of freedom:                                          1
  P-value:                                                     0.9874
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0005


**** Locus dDocent_Contig_39528_104 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3541     1283     1129  0.6457  0.6529
     2     1943     1283      330  0.3543  0.3583

Number of individuals typed:                                2742
  Heterozygotes:                                            1283
  Homozygotes:                                              1459
Number of alleles:                                             2
Observed heterozygosity:                                       0.4679
Expected heterozygosity:                                       0.4576
Polymorphic information content (PIC):                         0.3529
Average non-exclusion probability (first parent):              0.8953
Average non-exclusion probability (second parent):             0.8236
Average non-exclusion probability (parent pair):               0.7323
Average non-exclusion probability (identity):                  0.3989
Average non-exclusion probability (sib identity):              0.6210
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.3092
  Degrees of freedom:                                          1
  P-value:                                                     0.2525
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0112


**** Locus dDocent_Contig_39711_50 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2647     2643        2  0.4948  0.6566
     2     2703     2643       30  0.5052  0.6705

Number of individuals typed:                                2675
  Heterozygotes:                                            2643
  Homozygotes:                                                32
Number of alleles:                                             2
Observed heterozygosity:                                       0.9880
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2545.7580
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3278


**** Locus dDocent_Contig_39733_111 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2914     2380      267  0.5378  0.6869
     2     2504     2380       62  0.4622  0.5903

Number of individuals typed:                                2709
  Heterozygotes:                                            2380
  Homozygotes:                                               329
Number of alleles:                                             2
Observed heterozygosity:                                       0.8786
Expected heterozygosity:                                       0.4972
Polymorphic information content (PIC):                         0.3736
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3764
Average non-exclusion probability (sib identity):              0.5955
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1591.5356
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2772


**** Locus dDocent_Contig_39733_112 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2914     2380      267  0.5378  0.6869
     2     2504     2380       62  0.4622  0.5903

Number of individuals typed:                                2709
  Heterozygotes:                                            2380
  Homozygotes:                                               329
Number of alleles:                                             2
Observed heterozygosity:                                       0.8786
Expected heterozygosity:                                       0.4972
Polymorphic information content (PIC):                         0.3736
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3764
Average non-exclusion probability (sib identity):              0.5955
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1591.5356
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2772


**** Locus dDocent_Contig_39733_117 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2912     2382      265  0.5375  0.6866
     2     2506     2382       62  0.4625  0.5909

Number of individuals typed:                                2709
  Heterozygotes:                                            2382
  Homozygotes:                                               327
Number of alleles:                                             2
Observed heterozygosity:                                       0.8793
Expected heterozygosity:                                       0.4973
Polymorphic information content (PIC):                         0.3736
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3764
Average non-exclusion probability (sib identity):              0.5955
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1596.8862
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2776


**** Locus dDocent_Contig_39756_16 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1794     1514      140  0.3245  0.3605
     2     3734     1514     1110  0.6755  0.7504

Number of individuals typed:                                2764
  Heterozygotes:                                            1514
  Homozygotes:                                              1250
Number of alleles:                                             2
Observed heterozygosity:                                       0.5478
Expected heterozygosity:                                       0.4385
Polymorphic information content (PIC):                         0.3423
Average non-exclusion probability (first parent):              0.9039
Average non-exclusion probability (second parent):             0.8288
Average non-exclusion probability (parent pair):               0.7386
Average non-exclusion probability (identity):                  0.4115
Average non-exclusion probability (sib identity):              0.6337
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                170.7862
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1109


**** Locus dDocent_Contig_39804_31 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3777     1241     1268  0.6900  0.7100
     2     1697     1241      228  0.3100  0.3190

Number of individuals typed:                                2737
  Heterozygotes:                                            1241
  Homozygotes:                                              1496
Number of alleles:                                             2
Observed heterozygosity:                                       0.4534
Expected heterozygosity:                                       0.4279
Polymorphic information content (PIC):                         0.3363
Average non-exclusion probability (first parent):              0.9085
Average non-exclusion probability (second parent):             0.8319
Average non-exclusion probability (parent pair):               0.7422
Average non-exclusion probability (identity):                  0.4189
Average non-exclusion probability (sib identity):              0.6408
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  9.5301
  Degrees of freedom:                                          1
  P-value:                                                     0.00202970
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0291


**** Locus dDocent_Contig_39804_54 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3518     1322     1098  0.6427  0.6589
     2     1956     1322      317  0.3573  0.3663

Number of individuals typed:                                2737
  Heterozygotes:                                            1322
  Homozygotes:                                              1415
Number of alleles:                                             2
Observed heterozygosity:                                       0.4830
Expected heterozygosity:                                       0.4594
Polymorphic information content (PIC):                         0.3538
Average non-exclusion probability (first parent):              0.8945
Average non-exclusion probability (second parent):             0.8231
Average non-exclusion probability (parent pair):               0.7317
Average non-exclusion probability (identity):                  0.3978
Average non-exclusion probability (sib identity):              0.6198
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  7.0791
  Degrees of freedom:                                          1
  P-value:                                                     0.00781576
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0252


**** Locus dDocent_Contig_39804_59 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3483     1331     1076  0.6363  0.6520
     2     1991     1331      330  0.3637  0.3727

Number of individuals typed:                                2737
  Heterozygotes:                                            1331
  Homozygotes:                                              1406
Number of alleles:                                             2
Observed heterozygosity:                                       0.4863
Expected heterozygosity:                                       0.4629
Polymorphic information content (PIC):                         0.3557
Average non-exclusion probability (first parent):              0.8929
Average non-exclusion probability (second parent):             0.8221
Average non-exclusion probability (parent pair):               0.7306
Average non-exclusion probability (identity):                  0.3956
Average non-exclusion probability (sib identity):              0.6175
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  6.8049
  Degrees of freedom:                                          1
  P-value:                                                     0.00910887
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0247


**** Locus dDocent_Contig_39804_61 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2805     1431      687  0.5124  0.5240
     2     2669     1431      619  0.4876  0.4986

Number of individuals typed:                                2737
  Heterozygotes:                                            1431
  Homozygotes:                                              1306
Number of alleles:                                             2
Observed heterozygosity:                                       0.5228
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  5.6876
  Degrees of freedom:                                          1
  P-value:                                                     0.0171
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0226


**** Locus dDocent_Contig_39804_63 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2805     1431      687  0.5124  0.5240
     2     2669     1431      619  0.4876  0.4986

Number of individuals typed:                                2737
  Heterozygotes:                                            1431
  Homozygotes:                                              1306
Number of alleles:                                             2
Observed heterozygosity:                                       0.5228
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  5.6876
  Degrees of freedom:                                          1
  P-value:                                                     0.0171
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0226


**** Locus dDocent_Contig_39804_151 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2805      887      959  0.6889  0.6944
     2     1267      887      190  0.3111  0.3137

Number of individuals typed:                                2036
  Heterozygotes:                                             887
  Homozygotes:                                              1149
Number of alleles:                                             2
Observed heterozygosity:                                       0.4357
Expected heterozygosity:                                       0.4288
Polymorphic information content (PIC):                         0.3368
Average non-exclusion probability (first parent):              0.9081
Average non-exclusion probability (second parent):             0.8316
Average non-exclusion probability (parent pair):               0.7419
Average non-exclusion probability (identity):                  0.4183
Average non-exclusion probability (sib identity):              0.6402
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.4678
  Degrees of freedom:                                          1
  P-value:                                                     0.4940
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0081


**** Locus dDocent_Contig_39881_22 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3891     1677     1107  0.6988  0.8223
     2     1677     1677        0  0.3012  0.3545

Number of individuals typed:                                2784
  Heterozygotes:                                            1677
  Homozygotes:                                              1107
Number of alleles:                                             2
Observed heterozygosity:                                       0.6024
Expected heterozygosity:                                       0.4210
Polymorphic information content (PIC):                         0.3323
Average non-exclusion probability (first parent):              0.9114
Average non-exclusion probability (second parent):             0.8338
Average non-exclusion probability (parent pair):               0.7446
Average non-exclusion probability (identity):                  0.4239
Average non-exclusion probability (sib identity):              0.6455
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                515.1694
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1771


**** Locus dDocent_Contig_39881_40 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2541     2335      103  0.4564  0.5734
     2     3027     2335      346  0.5436  0.6831

Number of individuals typed:                                2784
  Heterozygotes:                                            2335
  Homozygotes:                                               449
Number of alleles:                                             2
Observed heterozygosity:                                       0.8387
Expected heterozygosity:                                       0.4963
Polymorphic information content (PIC):                         0.3731
Average non-exclusion probability (first parent):              0.8769
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7199
Average non-exclusion probability (identity):                  0.3769
Average non-exclusion probability (sib identity):              0.5961
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1323.9197
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2566


**** Locus dDocent_Contig_39885_32 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2373     1367      503  0.4408  0.4473
     2     3011     1367      822  0.5592  0.5675

Number of individuals typed:                                2692
  Heterozygotes:                                            1367
  Homozygotes:                                              1325
Number of alleles:                                             2
Observed heterozygosity:                                       0.5078
Expected heterozygosity:                                       0.4931
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7210
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5982
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.3131
  Degrees of freedom:                                          1
  P-value:                                                     0.1283
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0148


**** Locus dDocent_Contig_39885_53 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1810     1226      292  0.3362  0.3396
     2     3574     1226     1174  0.6638  0.6705

Number of individuals typed:                                2692
  Heterozygotes:                                            1226
  Homozygotes:                                              1466
Number of alleles:                                             2
Observed heterozygosity:                                       0.4554
Expected heterozygosity:                                       0.4464
Polymorphic information content (PIC):                         0.3467
Average non-exclusion probability (first parent):              0.9004
Average non-exclusion probability (second parent):             0.8266
Average non-exclusion probability (parent pair):               0.7360
Average non-exclusion probability (identity):                  0.4062
Average non-exclusion probability (sib identity):              0.6284
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.0290
  Degrees of freedom:                                          1
  P-value:                                                     0.3104
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0101


**** Locus dDocent_Contig_40045_58 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2737     1399      669  0.4995  0.5047
     2     2743     1399      672  0.5005  0.5058

Number of individuals typed:                                2740
  Heterozygotes:                                            1399
  Homozygotes:                                              1341
Number of alleles:                                             2
Observed heterozygosity:                                       0.5106
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.1447
  Degrees of freedom:                                          1
  P-value:                                                     0.2846
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0105


**** Locus dDocent_Contig_40045_102 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3456     1284     1086  0.6307  0.6325
     2     2024     1284      370  0.3693  0.3704

Number of individuals typed:                                2740
  Heterozygotes:                                            1284
  Homozygotes:                                              1456
Number of alleles:                                             2
Observed heterozygosity:                                       0.4686
Expected heterozygosity:                                       0.4659
Polymorphic information content (PIC):                         0.3573
Average non-exclusion probability (first parent):              0.8915
Average non-exclusion probability (second parent):             0.8213
Average non-exclusion probability (parent pair):               0.7296
Average non-exclusion probability (identity):                  0.3938
Average non-exclusion probability (sib identity):              0.6155
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0723
  Degrees of freedom:                                          1
  P-value:                                                     0.7881
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0029


**** Locus dDocent_Contig_40253_45 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3635     1167     1234  0.6784  0.6779
     2     1723     1167      278  0.3216  0.3213

Number of individuals typed:                                2679
  Heterozygotes:                                            1167
  Homozygotes:                                              1512
Number of alleles:                                             2
Observed heterozygosity:                                       0.4356
Expected heterozygosity:                                       0.4364
Polymorphic information content (PIC):                         0.3411
Average non-exclusion probability (first parent):              0.9048
Average non-exclusion probability (second parent):             0.8294
Average non-exclusion probability (parent pair):               0.7393
Average non-exclusion probability (identity):                  0.4129
Average non-exclusion probability (sib identity):              0.6351
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0038
  Degrees of freedom:                                          1
  P-value:                                                     0.9511
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0008


**** Locus dDocent_Contig_40386_36 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1364     1054      155  0.2486  0.2521
     2     4122     1054     1534  0.7514  0.7619

Number of individuals typed:                                2743
