Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/22/2019 2:45:57 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
  P-value:                                                     0.4914
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0070


**** Locus dDocent_Contig_30125_8 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5308      208     2550  0.9612  0.9666
     2      214      208        3  0.0388  0.0390

Number of individuals typed:                                2761
  Heterozygotes:                                             208
  Homozygotes:                                              2553
Number of alleles:                                             2
Observed heterozygosity:                                       0.0753
Expected heterozygosity:                                       0.0745
Polymorphic information content (PIC):                         0.0717
Average non-exclusion probability (first parent):              0.9972
Average non-exclusion probability (second parent):             0.9641
Average non-exclusion probability (parent pair):               0.9321
Average non-exclusion probability (identity):                  0.8593
Average non-exclusion probability (sib identity):              0.9276
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0055


**** Locus dDocent_Contig_30125_17 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      331      325        3  0.0599  0.0612
     2     5191      325     2433  0.9401  0.9605

Number of individuals typed:                                2761
  Heterozygotes:                                             325
  Homozygotes:                                              2436
Number of alleles:                                             2
Observed heterozygosity:                                       0.1177
Expected heterozygosity:                                       0.1127
Polymorphic information content (PIC):                         0.1063
Average non-exclusion probability (first parent):              0.9936
Average non-exclusion probability (second parent):             0.9468
Average non-exclusion probability (parent pair):               0.9021
Average non-exclusion probability (identity):                  0.7937
Average non-exclusion probability (sib identity):              0.8921
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  4.7144
  Degrees of freedom:                                          1
  P-value:                                                     0.0299
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0217


**** Locus dDocent_Contig_30125_69 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2638     1378      630  0.4777  0.4778
     2     2884     1378      753  0.5223  0.5223

Number of individuals typed:                                2761
  Heterozygotes:                                            1378
  Homozygotes:                                              1383
Number of alleles:                                             2
Observed heterozygosity:                                       0.4991
Expected heterozygosity:                                       0.4991
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5944
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0009
  Degrees of freedom:                                          1
  P-value:                                                     0.9762
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0001


**** Locus dDocent_Contig_30173_7 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3878     1642     1118  0.7025  0.8248
     2     1642     1642        0  0.2975  0.3494

Number of individuals typed:                                2760
  Heterozygotes:                                            1642
  Homozygotes:                                              1118
Number of alleles:                                             2
Observed heterozygosity:                                       0.5949
Expected heterozygosity:                                       0.4180
Polymorphic information content (PIC):                         0.3306
Average non-exclusion probability (first parent):              0.9127
Average non-exclusion probability (second parent):             0.8347
Average non-exclusion probability (parent pair):               0.7456
Average non-exclusion probability (identity):                  0.4261
Average non-exclusion probability (sib identity):              0.6476
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                492.8575
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1745


**** Locus dDocent_Contig_30173_50 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3882     1638     1122  0.7033  0.8253
     2     1638     1638        0  0.2967  0.3484

Number of individuals typed:                                2760
  Heterozygotes:                                            1638
  Homozygotes:                                              1122
Number of alleles:                                             2
Observed heterozygosity:                                       0.5935
Expected heterozygosity:                                       0.4174
Polymorphic information content (PIC):                         0.3303
Average non-exclusion probability (first parent):              0.9129
Average non-exclusion probability (second parent):             0.8349
Average non-exclusion probability (parent pair):               0.7458
Average non-exclusion probability (identity):                  0.4266
Average non-exclusion probability (sib identity):              0.6480
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                489.4398
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1740


**** Locus dDocent_Contig_30173_71 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5111      407     2352  0.9259  0.9575
     2      409      407        1  0.0741  0.0768

Number of individuals typed:                                2760
  Heterozygotes:                                             407
  Homozygotes:                                              2353
Number of alleles:                                             2
Observed heterozygosity:                                       0.1475
Expected heterozygosity:                                       0.1372
Polymorphic information content (PIC):                         0.1278
Average non-exclusion probability (first parent):              0.9906
Average non-exclusion probability (second parent):             0.9361
Average non-exclusion probability (parent pair):               0.8844
Average non-exclusion probability (identity):                  0.7538
Average non-exclusion probability (sib identity):              0.8699
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 14.3762
  Degrees of freedom:                                          1
  P-value:                                                     0.00015097
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0345


**** Locus dDocent_Contig_30173_77 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2659     2315      172  0.4817  0.6235
     2      921      899       11  0.1668  0.1718
     3     1940     1924        8  0.3514  0.4227

Number of individuals typed:                                2760
  Heterozygotes:                                            2569
  Homozygotes:                                               191
Number of alleles:                                             3
Observed heterozygosity:                                       0.9308
Expected heterozygosity:                                       0.6167
Polymorphic information content (PIC):                         0.5395
Average non-exclusion probability (first parent):              0.8099
Average non-exclusion probability (second parent):             0.6716
Average non-exclusion probability (parent pair):               0.5240
Average non-exclusion probability (identity):                  0.2241
Average non-exclusion probability (sib identity):              0.4977
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value:                                         1408.6392
  Degrees of freedom:                                          3
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2180


**** Locus dDocent_Contig_30173_111 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3914     1606     1154  0.7091  0.8292
     2     1606     1606        0  0.2909  0.3404

Number of individuals typed:                                2760
  Heterozygotes:                                            1606
  Homozygotes:                                              1154
Number of alleles:                                             2
Observed heterozygosity:                                       0.5819
Expected heterozygosity:                                       0.4127
Polymorphic information content (PIC):                         0.3275
Average non-exclusion probability (first parent):              0.9149
Average non-exclusion probability (second parent):             0.8363
Average non-exclusion probability (parent pair):               0.7475
Average non-exclusion probability (identity):                  0.4302
Average non-exclusion probability (sib identity):              0.6512
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                462.7690
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1700


**** Locus dDocent_Contig_30173_113 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4936      584     2176  0.8942  0.9366
     2      584      584        0  0.1058  0.1116

Number of individuals typed:                                2760
  Heterozygotes:                                             584
  Homozygotes:                                              2176
Number of alleles:                                             2
Observed heterozygosity:                                       0.2116
Expected heterozygosity:                                       0.1892
Polymorphic information content (PIC):                         0.1713
Average non-exclusion probability (first parent):              0.9821
Average non-exclusion probability (second parent):             0.9143
Average non-exclusion probability (parent pair):               0.8505
Average non-exclusion probability (identity):                  0.6753
Average non-exclusion probability (sib identity):              0.8242
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 37.4396
  Degrees of freedom:                                          1
  P-value:                                                     9.712E-0010
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.0498


**** Locus dDocent_Contig_30173_116 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3933     1553     1190  0.7125  0.8245
     2     1587     1553       17  0.2875  0.3327

Number of individuals typed:                                2760
  Heterozygotes:                                            1553
  Homozygotes:                                              1207
Number of alleles:                                             2
Observed heterozygosity:                                       0.5627
Expected heterozygosity:                                       0.4098
Polymorphic information content (PIC):                         0.3258
Average non-exclusion probability (first parent):              0.9161
Average non-exclusion probability (second parent):             0.8371
Average non-exclusion probability (parent pair):               0.7485
Average non-exclusion probability (identity):                  0.4324
Average non-exclusion probability (sib identity):              0.6533
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                383.1426
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1573


**** Locus dDocent_Contig_30173_130 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3364     2050      657  0.6094  0.7428
     2     2156     2050       53  0.3906  0.4760

Number of individuals typed:                                2760
  Heterozygotes:                                            2050
  Homozygotes:                                               710
Number of alleles:                                             2
Observed heterozygosity:                                       0.7428
Expected heterozygosity:                                       0.4761
Polymorphic information content (PIC):                         0.3627
Average non-exclusion probability (first parent):              0.8867
Average non-exclusion probability (second parent):             0.8186
Average non-exclusion probability (parent pair):               0.7263
Average non-exclusion probability (identity):                  0.3878
Average non-exclusion probability (sib identity):              0.6089
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                863.9217
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2188


**** Locus dDocent_Contig_30173_137 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3672     1722      975  0.6808  0.8097
     2     1722     1722        0  0.3192  0.3798

Number of individuals typed:                                2697
  Heterozygotes:                                            1722
  Homozygotes:                                               975
Number of alleles:                                             2
Observed heterozygosity:                                       0.6385
Expected heterozygosity:                                       0.4347
Polymorphic information content (PIC):                         0.3402
Average non-exclusion probability (first parent):              0.9055
Average non-exclusion probability (second parent):             0.8299
Average non-exclusion probability (parent pair):               0.7399
Average non-exclusion probability (identity):                  0.4141
Average non-exclusion probability (sib identity):              0.6362
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                591.0291
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1898


**** Locus dDocent_Contig_30173_144 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4130     1236     1447  0.7697  0.8685
     2     1236     1236        0  0.2303  0.2602

Number of individuals typed:                                2683
  Heterozygotes:                                            1236
  Homozygotes:                                              1447
Number of alleles:                                             2
Observed heterozygosity:                                       0.4607
Expected heterozygosity:                                       0.3546
Polymorphic information content (PIC):                         0.2917
Average non-exclusion probability (first parent):              0.9371
Average non-exclusion probability (second parent):             0.8541
Average non-exclusion probability (parent pair):               0.7691
Average non-exclusion probability (identity):                  0.4794
Average non-exclusion probability (sib identity):              0.6926
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                238.6899
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1293


**** Locus dDocent_Contig_30443_105 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2417     1331      543  0.4463  0.4450
     2     2999     1331      834  0.5537  0.5522

Number of individuals typed:                                2708
  Heterozygotes:                                            1331
  Homozygotes:                                              1377
Number of alleles:                                             2
Observed heterozygosity:                                       0.4915
Expected heterozygosity:                                       0.4943
Polymorphic information content (PIC):                         0.3721
Average non-exclusion probability (first parent):              0.8779
Average non-exclusion probability (second parent):             0.8140
Average non-exclusion probability (parent pair):               0.7206
Average non-exclusion probability (identity):                  0.3779
Average non-exclusion probability (sib identity):              0.5974
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0712
  Degrees of freedom:                                          1
  P-value:                                                     0.7896
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0028


**** Locus dDocent_Contig_30863_10 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3840     1160     1340  0.7010  0.7046
     2     1638     1160      239  0.2990  0.3005

Number of individuals typed:                                2739
  Heterozygotes:                                            1160
  Homozygotes:                                              1579
Number of alleles:                                             2
Observed heterozygosity:                                       0.4235
Expected heterozygosity:                                       0.4193
Polymorphic information content (PIC):                         0.3313
Average non-exclusion probability (first parent):              0.9121
Average non-exclusion probability (second parent):             0.8343
Average non-exclusion probability (parent pair):               0.7452
Average non-exclusion probability (identity):                  0.4252
Average non-exclusion probability (sib identity):              0.6467
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2418
  Degrees of freedom:                                          1
  P-value:                                                     0.6229
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0051


**** Locus dDocent_Contig_30863_37 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3769     1167     1301  0.6880  0.6854
     2     1709     1167      271  0.3120  0.3108

Number of individuals typed:                                2739
  Heterozygotes:                                            1167
  Homozygotes:                                              1572
Number of alleles:                                             2
Observed heterozygosity:                                       0.4261
Expected heterozygosity:                                       0.4294
Polymorphic information content (PIC):                         0.3371
Average non-exclusion probability (first parent):              0.9079
Average non-exclusion probability (second parent):             0.8314
Average non-exclusion probability (parent pair):               0.7417
Average non-exclusion probability (identity):                  0.4179
Average non-exclusion probability (sib identity):              0.6398
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1354
  Degrees of freedom:                                          1
  P-value:                                                     0.7129
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0038


**** Locus dDocent_Contig_30863_43 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5084      366     2359  0.9281  0.9285
     2      394      366       14  0.0719  0.0720

Number of individuals typed:                                2739
  Heterozygotes:                                             366
  Homozygotes:                                              2373
Number of alleles:                                             2
Observed heterozygosity:                                       0.1336
Expected heterozygosity:                                       0.1335
Polymorphic information content (PIC):                         0.1246
Average non-exclusion probability (first parent):              0.9911
Average non-exclusion probability (second parent):             0.9377
Average non-exclusion probability (parent pair):               0.8870
Average non-exclusion probability (identity):                  0.7597
Average non-exclusion probability (sib identity):              0.8732
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0096
  Degrees of freedom:                                          1
  P-value:                                                     0.9220
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0005


**** Locus dDocent_Contig_30863_57 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4866      528     2169  0.8883  0.8753
     2      612      528       42  0.1117  0.1101

Number of individuals typed:                                2739
  Heterozygotes:                                             528
  Homozygotes:                                              2211
Number of alleles:                                             2
Observed heterozygosity:                                       0.1928
Expected heterozygosity:                                       0.1985
Polymorphic information content (PIC):                         0.1788
Average non-exclusion probability (first parent):              0.9803
Average non-exclusion probability (second parent):             0.9106
Average non-exclusion probability (parent pair):               0.8449
Average non-exclusion probability (identity):                  0.6621
Average non-exclusion probability (sib identity):              0.8163
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.0398
  Degrees of freedom:                                          1
  P-value:                                                     0.1532
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0146


**** Locus dDocent_Contig_30863_89 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4417      859     1779  0.8063  0.8080
     2     1061      859      101  0.1937  0.1941

Number of individuals typed:                                2739
  Heterozygotes:                                             859
  Homozygotes:                                              1880
Number of alleles:                                             2
Observed heterozygosity:                                       0.3136
Expected heterozygosity:                                       0.3124
Polymorphic information content (PIC):                         0.2636
Average non-exclusion probability (first parent):              0.9512
Average non-exclusion probability (second parent):             0.8682
Average non-exclusion probability (parent pair):               0.7868
Average non-exclusion probability (identity):                  0.5217
Average non-exclusion probability (sib identity):              0.7242
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0236
  Degrees of freedom:                                          1
  P-value:                                                     0.8780
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0020


**** Locus dDocent_Contig_30863_103 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4864      548     2158  0.8879  0.8902
     2      614      548       33  0.1121  0.1124

Number of individuals typed:                                2739
  Heterozygotes:                                             548
  Homozygotes:                                              2191
Number of alleles:                                             2
Observed heterozygosity:                                       0.2001
Expected heterozygosity:                                       0.1991
Polymorphic information content (PIC):                         0.1792
Average non-exclusion probability (first parent):              0.9802
Average non-exclusion probability (second parent):             0.9104
Average non-exclusion probability (parent pair):               0.8446
Average non-exclusion probability (identity):                  0.6613
Average non-exclusion probability (sib identity):              0.8158
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0309
  Degrees of freedom:                                          1
  P-value:                                                     0.8604
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0026


**** Locus dDocent_Contig_30863_140 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5322      124     2599  0.9747  0.9352
     2      138      124        7  0.0253  0.0242

Number of individuals typed:                                2730
  Heterozygotes:                                             124
  Homozygotes:                                              2606
Number of alleles:                                             2
Observed heterozygosity:                                       0.0454
Expected heterozygosity:                                       0.0493
Polymorphic information content (PIC):                         0.0481
Average non-exclusion probability (first parent):              0.9988
Average non-exclusion probability (second parent):             0.9760
Average non-exclusion probability (parent pair):               0.9537
Average non-exclusion probability (identity):                  0.9051
Average non-exclusion probability (sib identity):              0.9516
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0406


**** Locus dDocent_Contig_31060_30 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2707     2417      145  0.4899  0.6235
     2     2819     2417      201  0.5101  0.6493

Number of individuals typed:                                2763
  Heterozygotes:                                            2417
  Homozygotes:                                               346
Number of alleles:                                             2
Observed heterozygosity:                                       0.8748
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1552.2920
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2728


**** Locus dDocent_Contig_31060_64 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2439     2431        4  0.4414  0.5656
     2     3087     2431      328  0.5586  0.7158

Number of individuals typed:                                2763
  Heterozygotes:                                            2431
  Homozygotes:                                               332
Number of alleles:                                             2
Observed heterozygosity:                                       0.8798
Expected heterozygosity:                                       0.4932
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8784
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3785
Average non-exclusion probability (sib identity):              0.5981
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1696.0680
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2816


**** Locus dDocent_Contig_31060_77 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2698     2400      149  0.4882  0.6198
     2     2828     2400      214  0.5118  0.6497

Number of individuals typed:                                2763
  Heterozygotes:                                            2400
  Homozygotes:                                               363
Number of alleles:                                             2
Observed heterozygosity:                                       0.8686
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1502.7313
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2696


**** Locus dDocent_Contig_31060_93 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2702     2390      156  0.4890  0.6198
     2     2824     2390      217  0.5110  0.6478

Number of individuals typed:                                2763
  Heterozygotes:                                            2390
  Homozygotes:                                               373
Number of alleles:                                             2
Observed heterozygosity:                                       0.8650
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1472.8995
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2676


**** Locus dDocent_Contig_31060_144 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2644     2392      126  0.4792  0.6082
     2     2874     2392      241  0.5208  0.6611

Number of individuals typed:                                2759
  Heterozygotes:                                            2392
  Homozygotes:                                               367
Number of alleles:                                             2
Observed heterozygosity:                                       0.8670
Expected heterozygosity:                                       0.4992
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1495.5695
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2693


**** Locus dDocent_Contig_31436_9 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4531      881     1825  0.8366  0.9074
     2      885      881        2  0.1634  0.1775

Number of individuals typed:                                2708
  Heterozygotes:                                             881
  Homozygotes:                                              1827
Number of alleles:                                             2
Observed heterozygosity:                                       0.3253
Expected heterozygosity:                                       0.2735
Polymorphic information content (PIC):                         0.2360
Average non-exclusion probability (first parent):              0.9626
Average non-exclusion probability (second parent):             0.8820
Average non-exclusion probability (parent pair):               0.8047
Average non-exclusion probability (identity):                  0.5653
Average non-exclusion probability (sib identity):              0.7546
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 96.3497
  Degrees of freedom:                                          1
  P-value:                                                     1.028E-0022
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.0855


**** Locus dDocent_Contig_31436_61 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3102     1366      868  0.5727  0.5814
     2     2314     1366      474  0.4273  0.4337

Number of individuals typed:                                2708
  Heterozygotes:                                            1366
  Homozygotes:                                              1342
Number of alleles:                                             2
Observed heterozygosity:                                       0.5044
Expected heterozygosity:                                       0.4895
Polymorphic information content (PIC):                         0.3697
Average non-exclusion probability (first parent):              0.8802
Average non-exclusion probability (second parent):             0.8152
Average non-exclusion probability (parent pair):               0.7221
Average non-exclusion probability (identity):                  0.3805
Average non-exclusion probability (sib identity):              0.6004
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.4254
  Degrees of freedom:                                          1
  P-value:                                                     0.1194
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0151


**** Locus dDocent_Contig_31436_144 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4607      735     1936  0.8611  0.9199
     2      743      735        4  0.1389  0.1485

Number of individuals typed:                                2675
  Heterozygotes:                                             735
  Homozygotes:                                              1940
Number of alleles:                                             2
Observed heterozygosity:                                       0.2748
Expected heterozygosity:                                       0.2392
Polymorphic information content (PIC):                         0.2106
Average non-exclusion probability (first parent):              0.9714
Average non-exclusion probability (second parent):             0.8947
Average non-exclusion probability (parent pair):               0.8221
Average non-exclusion probability (identity):                  0.6074
Average non-exclusion probability (sib identity):              0.7823
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 58.0166
  Degrees of freedom:                                          1
  P-value:                                                     2.718E-0014
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.0686


**** Locus dDocent_Contig_31629_38 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5417       21     2698  0.9947  0.9007
     2       29       21        4  0.0053  0.0046

Number of individuals typed:                                2723
  Heterozygotes:                                              21
  Homozygotes:                                              2702
Number of alleles:                                             2
Observed heterozygosity:                                       0.0077
Expected heterozygosity:                                       0.0106
Polymorphic information content (PIC):                         0.0105
Average non-exclusion probability (first parent):              0.9999
Average non-exclusion probability (second parent):             0.9947
Average non-exclusion probability (parent pair):               0.9895
Average non-exclusion probability (identity):                  0.9790
Average non-exclusion probability (sib identity):              0.9894
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0953


**** Locus dDocent_Contig_31629_40 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      740      604       68  0.1359  0.1320
     2     4706      604     2051  0.8641  0.8395

Number of individuals typed:                                2723
  Heterozygotes:                                             604
  Homozygotes:                                              2119
Number of alleles:                                             2
Observed heterozygosity:                                       0.2218
Expected heterozygosity:                                       0.2349
Polymorphic information content (PIC):                         0.2073
Average non-exclusion probability (first parent):              0.9724
Average non-exclusion probability (second parent):             0.8964
Average non-exclusion probability (parent pair):               0.8244
Average non-exclusion probability (identity):                  0.6131
